prompt,source url,query,published_time,modified_time,author
"121 Mindfulness and Emotional Wellbeing Journal Prompts, Self-Discovery Journaling Prompts, List of Journal Prompts, Instant Download PDF",https://www.etsy.com/market/journal_prompts_self_discovery_cards,journal prompts for self-discovery,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Etsy Seller
"Self Discovery Journal Prompt Cards, Self Care Journaling Prompts, Personal Growth Journal Pages Guided Mindfulness Reflection Prompts Daily",https://www.etsy.com/market/journal_prompts_self_discovery_cards,journal prompts for self-discovery,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Etsy Seller
94 Journal Prompts for Self Discovery,https://www.etsy.com/market/journal_prompts_self_discovery_cards,journal prompts for self-discovery,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Etsy Seller
"365 Daily Journal Prompts Printable Bundle for Self Care, Mental Health, Personal Growth, Self Discovery, Mindfulness, CBT Journal Prompts",https://www.etsy.com/market/journal_prompts_self_discovery_cards,journal prompts for self-discovery,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Etsy Seller
Journey Within | 30 Reflective Journal Pages | Self-Discovery Prompts | Mindful Writing Printable PDF,https://www.etsy.com/market/journal_prompts_self_discovery_cards,journal prompts for self-discovery,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Etsy Seller
365 Writing Prompts for Self-Discovery / 5-Minute Journal Prompts for Self Exploration / Instant Download / 2025 Journal Prompts,https://www.etsy.com/market/journal_prompts_self_discovery_cards,journal prompts for self-discovery,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Etsy Seller
200 Printable Self- Discovery Journal Prompts | Self-Care Journal | Writing Prompts | Self-Reflection | Healing | Conversation Cards - PDF,https://www.etsy.com/market/journal_prompts_self_discovery_cards,journal prompts for self-discovery,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Etsy Seller
"500 Journal Prompts, Journal Prompts for Mental Health, Beginners, Deep Prompts, Journaling Pages, Anxiety, Printable, Habit Tracker,Therapy",https://www.etsy.com/market/journal_prompts_self_discovery_cards,journal prompts for self-discovery,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Etsy Seller
"Daily Reflection Cards – 30 Printable Journal Prompts for Self-Awareness, Mindfulness & Personal Growth | Digital PDF Card Set",https://www.etsy.com/market/journal_prompts_self_discovery_cards,journal prompts for self-discovery,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Etsy Seller
What are your daily habits?,https://daybreakwithray.com/30-journal-prompts-to-self-discovery/,journal prompts for self-discovery,"September 15, 2020",n/a,daybreakwithray
Write down 3 inspiring quotes.,https://daybreakwithray.com/30-journal-prompts-to-self-discovery/,journal prompts for self-discovery,"September 15, 2020",n/a,daybreakwithray
"If you had a theme song, what would it be?",https://pageflutter.com/52-self-discovery-prompts/,journal prompts for self-discovery,2023-03-30T20:23:42Z,2023-03-30T20:23:42Z,Megan Rutell
You just spent all day by yourself. Are you bored?,https://pageflutter.com/52-self-discovery-prompts/,journal prompts for self-discovery,2023-03-30T20:23:42Z,2023-03-30T20:23:42Z,Megan Rutell
"You just spent a day at the beach. How do you feel? Energized? Tired? Alternatively, you spent a day in the mountains. How do you feel?",https://pageflutter.com/52-self-discovery-prompts/,journal prompts for self-discovery,2023-03-30T20:23:42Z,2023-03-30T20:23:42Z,Megan Rutell
True or False: “I am more likely to try something if others would be impressed.”,https://pageflutter.com/52-self-discovery-prompts/,journal prompts for self-discovery,2023-03-30T20:23:42Z,2023-03-30T20:23:42Z,Megan Rutell
You have an important task to do. Do you do it now or procrastinate?,https://pageflutter.com/52-self-discovery-prompts/,journal prompts for self-discovery,2023-03-30T20:23:42Z,2023-03-30T20:23:42Z,Megan Rutell
City mouse or country mouse. Which are you?,https://pageflutter.com/52-self-discovery-prompts/,journal prompts for self-discovery,2023-03-30T20:23:42Z,2023-03-30T20:23:42Z,Megan Rutell
How do I handle failure?,https://thedefinedlife.com/journaling-prompts-for-self-discovery/,journal prompts for self-discovery,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z,Abby
How do I handle stress?,https://thedefinedlife.com/journaling-prompts-for-self-discovery/,journal prompts for self-discovery,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z,Abby
How do I express anger?,https://thedefinedlife.com/journaling-prompts-for-self-discovery/,journal prompts for self-discovery,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z,Abby
How do I handle conflict?,https://thedefinedlife.com/journaling-prompts-for-self-discovery/,journal prompts for self-discovery,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z,Abby
How do I practice mindfulness?,https://thedefinedlife.com/journaling-prompts-for-self-discovery/,journal prompts for self-discovery,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z,Abby
How do I care for my body?,https://thedefinedlife.com/journaling-prompts-for-self-discovery/,journal prompts for self-discovery,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z,Abby
How do I recharge mentally?,https://thedefinedlife.com/journaling-prompts-for-self-discovery/,journal prompts for self-discovery,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z,Abby
How do I define closure?,https://thedefinedlife.com/journaling-prompts-for-self-discovery/,journal prompts for self-discovery,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z,Abby
Create a quick and casual journal entry that captures your feelings for the day or week.,https://www.skillshare.com/en/blog/creative-journaling-prompts/?srsltid=AfmBOorL7nPrbQicdin-hboRMUhQGFY7Y7o9sWbB9rVH_iE1Mm-O62XB,journal prompts for self-discovery,"Nov 13, 2024","Nov 13, 2024",Carrie Buchholz
Channel your younger self and explore your past mindset.,https://www.skillshare.com/en/blog/creative-journaling-prompts/?srsltid=AfmBOorL7nPrbQicdin-hboRMUhQGFY7Y7o9sWbB9rVH_iE1Mm-O62XB,journal prompts for self-discovery,"Nov 13, 2024","Nov 13, 2024",Carrie Buchholz
Think about the emotions you most often experience.,https://www.skillshare.com/en/blog/creative-journaling-prompts/?srsltid=AfmBOorL7nPrbQicdin-hboRMUhQGFY7Y7o9sWbB9rVH_iE1Mm-O62XB,journal prompts for self-discovery,"Nov 13, 2024","Nov 13, 2024",Carrie Buchholz
"Collect and arrange collage materials that represent things, people and places that bring you joy.",https://www.skillshare.com/en/blog/creative-journaling-prompts/?srsltid=AfmBOorL7nPrbQicdin-hboRMUhQGFY7Y7o9sWbB9rVH_iE1Mm-O62XB,journal prompts for self-discovery,"Nov 13, 2024","Nov 13, 2024",Carrie Buchholz
Use a variety of materials to create a collage around one or two predominant colors.,https://www.skillshare.com/en/blog/creative-journaling-prompts/?srsltid=AfmBOorL7nPrbQicdin-hboRMUhQGFY7Y7o9sWbB9rVH_iE1Mm-O62XB,journal prompts for self-discovery,"Nov 13, 2024","Nov 13, 2024",Carrie Buchholz
Think about the creative endeavors you've taken that you enjoyed the most.,https://www.skillshare.com/en/blog/creative-journaling-prompts/?srsltid=AfmBOorL7nPrbQicdin-hboRMUhQGFY7Y7o9sWbB9rVH_iE1Mm-O62XB,journal prompts for self-discovery,"Nov 13, 2024","Nov 13, 2024",Carrie Buchholz
Draw the things you want either now or in the future.,https://www.skillshare.com/en/blog/creative-journaling-prompts/?srsltid=AfmBOorL7nPrbQicdin-hboRMUhQGFY7Y7o9sWbB9rVH_iE1Mm-O62XB,journal prompts for self-discovery,"Nov 13, 2024","Nov 13, 2024",Carrie Buchholz
What’s your favorite color?,https://capturingdestiny.com/journalpromptsselfdiscovery/,journal prompts for self-discovery,2023-01-01T00:00:00Z,2024-12-01T00:00:00Z,Des
Eating out or eating in?,https://capturingdestiny.com/journalpromptsselfdiscovery/,journal prompts for self-discovery,2023-01-01T00:00:00Z,2024-12-01T00:00:00Z,Des
Mcdonald’s or Chick-Fila (haha)?,https://capturingdestiny.com/journalpromptsselfdiscovery/,journal prompts for self-discovery,2023-01-01T00:00:00Z,2024-12-01T00:00:00Z,Des
What project are you attacking this year?,https://capturingdestiny.com/journalpromptsselfdiscovery/,journal prompts for self-discovery,2023-01-01T00:00:00Z,2024-12-01T00:00:00Z,Des
Are you a sore looser?,https://goalsnplans.com/self-discovery-journal-prompts/,journal prompts for self-discovery,"December 23, 2020","June 25, 2022",Unknown
Write a story about yourself.,https://thecaleidoscope.co/self-discovery-journal-prompts/,journal prompts for self-discovery,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z,Caleidoscope
List all your identities.,https://thecaleidoscope.co/self-discovery-journal-prompts/,journal prompts for self-discovery,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z,Caleidoscope
List 5 interests or hobbies that you’d like to try.,https://thecaleidoscope.co/self-discovery-journal-prompts/,journal prompts for self-discovery,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z,Caleidoscope
What metrics do you use to track your progress?,https://thecaleidoscope.co/self-discovery-journal-prompts/,journal prompts for self-discovery,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z,Caleidoscope
List all your strengths and weaknesses.,https://thecaleidoscope.co/self-discovery-journal-prompts/,journal prompts for self-discovery,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z,Caleidoscope
Visualise your ideal career.,https://thecaleidoscope.co/self-discovery-journal-prompts/,journal prompts for self-discovery,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z,Caleidoscope
How do I respond to failure?,https://www.bravethinkinginstitute.com/blog/life-transformation/journal-prompts-for-self-discovery,journal prompts for self-discovery,2024-03-10T00:00:00Z,2024-12-10T00:00:00Z,Mary Morrissey
How do I handle criticism or constructive feedback?,https://www.bravethinkinginstitute.com/blog/life-transformation/journal-prompts-for-self-discovery,journal prompts for self-discovery,2024-03-10T00:00:00Z,2024-12-10T00:00:00Z,Mary Morrissey
How do I show resilience when faced with adversity?,https://www.bravethinkinginstitute.com/blog/life-transformation/journal-prompts-for-self-discovery,journal prompts for self-discovery,2024-03-10T00:00:00Z,2024-12-10T00:00:00Z,Mary Morrissey
"How do I process difficult emotions like anger, sadness, or fear?",https://www.bravethinkinginstitute.com/blog/life-transformation/journal-prompts-for-self-discovery,journal prompts for self-discovery,2024-03-10T00:00:00Z,2024-12-10T00:00:00Z,Mary Morrissey
How do I set boundaries in my relationships?,https://www.bravethinkinginstitute.com/blog/life-transformation/journal-prompts-for-self-discovery,journal prompts for self-discovery,2024-03-10T00:00:00Z,2024-12-10T00:00:00Z,Mary Morrissey
How do I prioritize my goals when life feels busy?,https://www.bravethinkinginstitute.com/blog/life-transformation/journal-prompts-for-self-discovery,journal prompts for self-discovery,2024-03-10T00:00:00Z,2024-12-10T00:00:00Z,Mary Morrissey
How do I connect with my higher self?,https://www.bravethinkinginstitute.com/blog/life-transformation/journal-prompts-for-self-discovery,journal prompts for self-discovery,2024-03-10T00:00:00Z,2024-12-10T00:00:00Z,Mary Morrissey
How do I express gratitude for the blessings in my life?,https://www.bravethinkinginstitute.com/blog/life-transformation/journal-prompts-for-self-discovery,journal prompts for self-discovery,2024-03-10T00:00:00Z,2024-12-10T00:00:00Z,Mary Morrissey
How do I stay grounded during stressful times?,https://www.bravethinkinginstitute.com/blog/life-transformation/journal-prompts-for-self-discovery,journal prompts for self-discovery,2024-03-10T00:00:00Z,2024-12-10T00:00:00Z,Mary Morrissey
Three qualities I admire most in others include:,https://imbusybeingawesome.com/journalwritingprompts/,journal prompts for self-discovery,2017-09-18T10:45:43,2023-10-01T12:00:00,Unknown
Explore the concept of self-love and ways I can practice self-compassion.,https://letsreachsuccess.com/journaling-prompts-for-self-discovery/,journal prompts for self-discovery,2022-09-01T00:00:00Z,2024-01-01T00:00:00Z,Lidiya Kesarovska
Exploring Personal Strengths and Achievements,https://melodicmood.blog/6-journal-prompts-for-self-discovery/,journal prompts for self-discovery,"March 27, 2024",n/a,melodicmood
Reflecting on Moments of Gratitude,https://melodicmood.blog/6-journal-prompts-for-self-discovery/,journal prompts for self-discovery,"March 27, 2024",n/a,melodicmood
Navigating Challenges and Lessons Learned,https://melodicmood.blog/6-journal-prompts-for-self-discovery/,journal prompts for self-discovery,"March 27, 2024",n/a,melodicmood
Cultivating Compassion and Forgiveness,https://melodicmood.blog/6-journal-prompts-for-self-discovery/,journal prompts for self-discovery,"March 27, 2024",n/a,melodicmood
Embracing Self-Love and Acceptance,https://melodicmood.blog/6-journal-prompts-for-self-discovery/,journal prompts for self-discovery,"March 27, 2024",n/a,melodicmood
Setting Intentions and Goals,https://melodicmood.blog/6-journal-prompts-for-self-discovery/,journal prompts for self-discovery,"March 27, 2024",n/a,melodicmood
List 10 things you are grateful for,https://www.dianamariaandco.com/journal-prompts-for-self-discovery/,journal prompts for self-discovery,2022-01-01T00:00:00Z,2025-01-01T00:00:00Z,Diana Maria
How can you incorporate those activities into my daily life?,https://www.dianamariaandco.com/journal-prompts-for-self-discovery/,journal prompts for self-discovery,2022-01-01T00:00:00Z,2025-01-01T00:00:00Z,Diana Maria
How can you have less of this in your daily life?,https://www.dianamariaandco.com/journal-prompts-for-self-discovery/,journal prompts for self-discovery,2022-01-01T00:00:00Z,2025-01-01T00:00:00Z,Diana Maria
Things you love about your life are,https://www.dianamariaandco.com/journal-prompts-for-self-discovery/,journal prompts for self-discovery,2022-01-01T00:00:00Z,2025-01-01T00:00:00Z,Diana Maria
List your weaknesses,https://www.dianamariaandco.com/journal-prompts-for-self-discovery/,journal prompts for self-discovery,2022-01-01T00:00:00Z,2025-01-01T00:00:00Z,Diana Maria
Describe yourself in 3 words,https://www.dianamariaandco.com/journal-prompts-for-self-discovery/,journal prompts for self-discovery,2022-01-01T00:00:00Z,2025-01-01T00:00:00Z,Diana Maria
Write down 4 positive affirmations about yourself. Repeat them each day.,https://www.dianamariaandco.com/journal-prompts-for-self-discovery/,journal prompts for self-discovery,2022-01-01T00:00:00Z,2025-01-01T00:00:00Z,Diana Maria
List your strengths,https://www.dianamariaandco.com/journal-prompts-for-self-discovery/,journal prompts for self-discovery,2022-01-01T00:00:00Z,2025-01-01T00:00:00Z,Diana Maria
List 5 goals you have for yourself this year,https://www.dianamariaandco.com/journal-prompts-for-self-discovery/,journal prompts for self-discovery,2022-01-01T00:00:00Z,2025-01-01T00:00:00Z,Diana Maria
